Award,Sentence,Skill,Similarity Value
1565521,"It will support four interdisciplinary cohorts of seven scholars across four nationally-recognized colleges and departments at UMass: computer science, electrical and computer systems engineering, mathematics and statistics, and business.",Computer Science,0.5449514389038086
1565521,"It will support four interdisciplinary cohorts of seven scholars across four nationally-recognized colleges and departments at UMass: computer science, electrical and computer systems engineering, mathematics and statistics, and business.",Applied Science,0.5329686403274536
1565521,The proposed program has several key objectives.,Developing Objectives and Strategies,0.6049902439117432
1565521,The proposed program has several key objectives.,"Organizing, Planning, and Prioritizing Work",0.5388826131820679
1565521,"The program will prepare students for successful careers in cybersecurity, through a combination of strong curricula, ample professional development, extensive advising, interdisciplinary enrichment, and access to recruiting opportunities.",Computer Science,0.5050162076950073
1565562,"The hybrid program, ensuring students?",Instructional Program Required,0.5747573971748352
1565562,The project will provide strategies and techniques that have the potential to be effective in addressing challenges associated with SFS program management.,Providing Consultation and Advice to Others,0.5256407856941223
1565562,The project will take recommendations from experts based on demonstrated evidence to develop and exercise a suite of best practices for effective management of SFS program.,"Guiding, Directing, and Motivating Subordinates",0.529455840587616
1565562,The project will take recommendations from experts based on demonstrated evidence to develop and exercise a suite of best practices for effective management of SFS program.,Providing Consultation and Advice to Others,0.6041343212127686
1624225,Therefore STEM trainees must receive the appropriate education to mature into responsible professionals that display an awareness and understanding of ethical challenges within STEM.,Required Level of Education,0.5033665895462036
1624225,Therefore STEM trainees must receive the appropriate education to mature into responsible professionals that display an awareness and understanding of ethical challenges within STEM.,Coaching and Developing Others,0.5014328360557556
1624225,"To develop and test principles of differentiated instruction emerging from this research, investigators from each institution will design and offer pilot learning experiences combining a single established resource or approach for ethics education with one defined learning community.",Learning Strategies,0.5504094958305359
1624225,"To develop and test principles of differentiated instruction emerging from this research, investigators from each institution will design and offer pilot learning experiences combining a single established resource or approach for ethics education with one defined learning community.",Education and Training,0.5403268337249756
1631776,"The NRT in Integrated Computational Entomology (NICE) will train students to be at the forefront of science in computing for biological domains, providing biological scientists a foundation in computing techniques and engineers an understanding of critical entomological and ecological issues.",Applied Science,0.5064408183097839
1631776,"The training and research structure of the proposed project seeks to bridge large gaps in training, language, approach, perspective and knowledge that continue to divide the engineering/informatics and life sciences disciplines.",Education and Training,0.5559782981872559
1632965,Yet graduate students who are both trained for and pushed toward academic jobs remain unprepared for a key responsibility of these jobs: teaching.,Required Level of Education,0.5239983201026917
1632965,"Adopting a design-based research approach, this project will encompass iterative design processes to refine the mixed-reality integrated teaching training program, and examine its impact on the development of teaching self-efficacy and competence in an interdisciplinary group of STEM GTAs.",Education and Training,0.5108418464660645
1632965,Data will be collected via both qualitative and quantitative methods to build up a body of evidence on the design generalizations and effectiveness of the mixed-reality integrated teaching training program for STEM GTAs.,Education and Training,0.5595875978469849
1632965,"The project team includes faculty from diverse disciplines including educational psychology and learning systems, computer science, chemistry, and physics.",Physical Science,0.5692326426506042
1632965,"The project team includes faculty from diverse disciplines including educational psychology and learning systems, computer science, chemistry, and physics.",Applied Science,0.5920446515083313
1632965,"This work is supported, in part, by the Division of Undergraduate Education.",Required Level of Education,0.547351598739624
1632965,"This work is supported, in part, by the Division of Undergraduate Education.",Instructional Program Required,0.5863667726516724
1632965,"This work is supported, in part, by the Division of Undergraduate Education.",Training and Teaching Others,0.5031029582023621
1632976,"Trainees will learn to combine physics-style quantitative modeling with data processing, analysis, and visualization methods from computer science to gain deeper insights into the principles governing living systems.",Learning Strategies,0.5183818936347961
1632976,"Trainees will learn to combine physics-style quantitative modeling with data processing, analysis, and visualization methods from computer science to gain deeper insights into the principles governing living systems.",Education and Training,0.576233446598053
1632976,"Trainees will learn to combine physics-style quantitative modeling with data processing, analysis, and visualization methods from computer science to gain deeper insights into the principles governing living systems.",Physical Science,0.5026082992553711
1632976,"Trainees will learn to combine physics-style quantitative modeling with data processing, analysis, and visualization methods from computer science to gain deeper insights into the principles governing living systems.",Computer Science,0.5367958545684814
1632976,"Trainees will learn to combine physics-style quantitative modeling with data processing, analysis, and visualization methods from computer science to gain deeper insights into the principles governing living systems.",Applied Science,0.5492513179779053
1632976,Understanding how data-derived interaction patterns can give insights into complex biological phenomena is the research focus of this program.,Biology,0.528668224811554
1632976,"Research experiences, interdisciplinary coursework, peer-to-peer tutorials, and internships with partners will provide graduate students with the skills needed to communicate complex scientific ideas to diverse audiences in order to maximize impact.",Applied Science,0.5123835802078247
1633008,A clear need for reconsidering the doctoral curriculum in the chemical sciences has emerged.,Applied Science,0.5696076154708862
1633008,"In addition, the knowledge and skill base doctoral students are expected to master continues to expand, while market-like behaviors undertaken by faculty to secure grants, contracts, and patents may create doctoral training contexts in which doctoral research skill development is uneven or unnecessarily extended.",Process,0.546205997467041
1633008,This National Science Foundation Research Traineeship (NRT) award in the Innovations in Graduate Education (IGE) track to the University of Oklahoma will pilot an innovative graduate curriculum in the Department of Chemistry and Biochemistry that emphasizes customization of individual student programs and careful monitoring of progress.,Applied Science,0.5016478896141052
1633008,Learning outcomes and evaluation data will be used to determine if this transformative curriculum effectively promotes efficient individual doctoral training while decreasing the time to degree.,Learning Strategies,0.5246741771697998
1633008,Learning outcomes and evaluation data will be used to determine if this transformative curriculum effectively promotes efficient individual doctoral training while decreasing the time to degree.,Education and Training,0.5018152594566345
1633008,This curriculum is anticipated to provide a template for revision and reinvigoration of doctoral programs in the chemical sciences nationwide.,Applied Science,0.5320603251457214
1633008,"The curriculum model will employ competency-based assessment, accelerated learning, and concrete milestones to meet the goals of broadening participation in the chemistry Ph.D. program while decreasing the time to degree.",Applied Science,0.5180977582931519
1633008,"Greater emphasis will be placed on professional development and skill sets that reach beyond the traditional, narrow definition of chemistry so graduates will be better positioned to contribute to an increasingly diverse workforce.",Required Level of Education,0.5168396234512329
1633008,"Greater emphasis will be placed on professional development and skill sets that reach beyond the traditional, narrow definition of chemistry so graduates will be better positioned to contribute to an increasingly diverse workforce.",Applied Science,0.5350785851478577
1633008,"The project will document ""real time"" student and faculty experiences and detail emergent challenges as the curriculum is enacted, thereby delineating how the curriculum model may be best replicated across doctoral programs and serve as a resource for other universities nationwide.",Training and Teaching Others,0.505154013633728
1633008,Project dissemination will include the development of a web-based toolbox of resources to facilitate widespread adoption of successful components.,Technology Design,0.5226364731788635
1633008,Project dissemination will include the development of a web-based toolbox of resources to facilitate widespread adoption of successful components.,Communications and Media,0.5020313858985901
1633008,Project dissemination will include the development of a web-based toolbox of resources to facilitate widespread adoption of successful components.,Thinking Creatively,0.5139085650444031
1633094,"electronic, optical, mechanical).",Glare Sensitivity,0.50596684217453
1633094,"electronic, optical, mechanical).",Repairing and Maintaining Mechanical Equipment,0.5049116611480713
1633098,This research aims to re-envision STEM graduate education in fields related to water sustainability at the nexus of food and energy resources.,Applied Science,0.5092960000038147
1633098,"We propose a new training paradigm in which educational and research activities at all degree levels (MS and PhD) are focused on experiences that connect trainees directly to the most vulnerable communities in need, thereby satisfying students' stated desires to engage in work that addresses social injustices arising from disparities in resource security.",Learning Strategies,0.5157978534698486
1633098,"We propose a new training paradigm in which educational and research activities at all degree levels (MS and PhD) are focused on experiences that connect trainees directly to the most vulnerable communities in need, thereby satisfying students' stated desires to engage in work that addresses social injustices arising from disparities in resource security.",Training and Teaching Others,0.517991304397583
1633098,"Courses, research projects, community service, and professional training experiences will all be tailored to the trainees' desired career paths.",Required Level of Education,0.5107846856117249
1633098,"Courses, research projects, community service, and professional training experiences will all be tailored to the trainees' desired career paths.",Instructional Program Required,0.5007076263427734
1633098,"Courses, research projects, community service, and professional training experiences will all be tailored to the trainees' desired career paths.",Training and Teaching Others,0.524831235408783
1633098,"Courses, research projects, community service, and professional training experiences will all be tailored to the trainees' desired career paths.",Coaching and Developing Others,0.5281314253807068
1633150,This National Science Foundation Research Traineeship (NRT) award in the Innovations in Graduate Education (IGE) Track to the Rochester Institute of Technology and the American Physical Society (APS) will explore interventions that may help increase the access of US women and underrepresented minorities to physics PhD programs and increase the PhD completion rates of these groups.,Applied Science,0.5124311447143555
1633150,"This innovative project will, for the first time, investigate how physics faculty approach admissions and student retention.",Physical Science,0.5218173265457153
1633150,"This innovative project will, for the first time, investigate how physics faculty approach admissions and student retention.",Applied Science,0.5418079495429993
1633150,Evaluation data from this project will allow the design of training materials to help faculty use more inclusive practices.,Instructional Program Required,0.5101186037063599
1633150,"Physics faculty attitudes toward diversity, merit, and non-cognitive constructs will be assessed as a measure of change readiness.",Applied Science,0.5214885473251343
1633213,"These include training in topics such as science policy, project management, finance, entrepreneurship, understanding intellectual property rights and technology transfer, and how to work in interdisciplinary teams.",Technical Vocational,0.6107878684997559
1633213,"These include training in topics such as science policy, project management, finance, entrepreneurship, understanding intellectual property rights and technology transfer, and how to work in interdisciplinary teams.",Business Vocational,0.5020537972450256
1633213,"These include training in topics such as science policy, project management, finance, entrepreneurship, understanding intellectual property rights and technology transfer, and how to work in interdisciplinary teams.",Computer Science,0.5051402449607849
1633213,"These include training in topics such as science policy, project management, finance, entrepreneurship, understanding intellectual property rights and technology transfer, and how to work in interdisciplinary teams.",Applied Science,0.6111493110656738
1633213,"These include training in topics such as science policy, project management, finance, entrepreneurship, understanding intellectual property rights and technology transfer, and how to work in interdisciplinary teams.",Thinking Creatively,0.507944643497467
1633213,"What is novel about the STEM training in this program is that the student trainees will themselves be developing interdisciplinary expertise as part of their training, as opposed to the traditional, discipline-specific approach.",Learning Strategies,0.5109859704971313
1633213,"What is novel about the STEM training in this program is that the student trainees will themselves be developing interdisciplinary expertise as part of their training, as opposed to the traditional, discipline-specific approach.",Education and Training,0.547319233417511
1633213,"What is novel about the STEM training in this program is that the student trainees will themselves be developing interdisciplinary expertise as part of their training, as opposed to the traditional, discipline-specific approach.",Instructional Program Required,0.5139527916908264
1633213,"The research will be complemented by the development of professional skills that include training to improve communication to both scientific and general audiences, sessions with scientists representing non-academic careers, and a series of classes (microtracks) from the University of South Dakota Beacom School of Business.",Applied Science,0.5250376462936401
1633213,"These microtrack courses will be in themes such as finance, product development, entrepreneurship, and intellectual property rights.",Business Vocational,0.5152938365936279
1633213,This training program will develop a cadre of STEM graduate students with both the research and professional skills to better address current and future STEM workforce requirements.,Instructional Program Required,0.5070180296897888
1633216,"DIRECT creates a new training modality comprised of three phases: 1) new graduate coursework at the nexus of data science and advanced materials for energy, 2) a project-based learning scheme to apply new skills and work on challenging real world problems in a team-based setting, and 3) capstone experiences that leverage broad networks spanning industry, national labs and several international partners.",Content,0.5129013657569885
1633216,"We will use an ethnographic approach rooted in the social sciences to understand why some methods are successfully deployed while others are not, and learn how to apply data science tools in a contextualized manner to materials science to maximize usability.",Communications,0.526299238204956
1633216,"The project-based learning component of the traineeship will provide graduate students the chance to teach and practice leadership and management skills, a unique opportunity most trainees would not otherwise receive.",Required Level of Education,0.5306503772735596
1633216,"The project-based learning component of the traineeship will provide graduate students the chance to teach and practice leadership and management skills, a unique opportunity most trainees would not otherwise receive.",Instructional Program Required,0.511935830116272
1633216,"The project-based learning component of the traineeship will provide graduate students the chance to teach and practice leadership and management skills, a unique opportunity most trainees would not otherwise receive.",Coaching and Developing Others,0.5116686224937439
1633216,DIRECT trainees will be equipped for many new career options that require data science training and will be prepared with the skills needed to thrive in the economy of the 21st century.,Technology Design,0.5142014026641846
1633216,DIRECT trainees will be equipped for many new career options that require data science training and will be prepared with the skills needed to thrive in the economy of the 21st century.,Instructional Program Required,0.5084309577941895
1633216,DIRECT trainees will be equipped for many new career options that require data science training and will be prepared with the skills needed to thrive in the economy of the 21st century.,Applied Science,0.506327211856842
1633216,The project will also provide unique information about the effectiveness of project-based learning in the acquisition of advanced technical skills and disciplinary knowledge in graduate education.,Process,0.5360175967216492
1633216,The project will also provide unique information about the effectiveness of project-based learning in the acquisition of advanced technical skills and disciplinary knowledge in graduate education.,Active Learning,0.5319226980209351
1633216,The project will also provide unique information about the effectiveness of project-based learning in the acquisition of advanced technical skills and disciplinary knowledge in graduate education.,Engineering and Technology,0.5352011919021606
1633216,The project will also provide unique information about the effectiveness of project-based learning in the acquisition of advanced technical skills and disciplinary knowledge in graduate education.,Arts and Humanities,0.5263338685035706
1633216,The project will also provide unique information about the effectiveness of project-based learning in the acquisition of advanced technical skills and disciplinary knowledge in graduate education.,Communications,0.5403182506561279
1633275,This National Science Foundation Research Traineeship (NRT) award in the Innovations in Graduate Education (IGE) Track to the Rochester Institute of Technology and the American Physical Society (APS) will explore interventions that may help increase the access of US women and underrepresented minorities to physics PhD programs and increase the PhD completion rates of these groups.,Applied Science,0.5124311447143555
1633275,"This innovative project will, for the first time, investigate how physics faculty approach admissions and student retention.",Physical Science,0.5218173265457153
1633275,"This innovative project will, for the first time, investigate how physics faculty approach admissions and student retention.",Applied Science,0.5418079495429993
1633275,Evaluation data from this project will allow the design of training materials to help faculty use more inclusive practices.,Instructional Program Required,0.5101186037063599
1633275,"Physics faculty attitudes toward diversity, merit, and non-cognitive constructs will be assessed as a measure of change readiness.",Applied Science,0.5214885473251343
1633299,"Within all sectors of industry and government, effective decision making depends on the ability of scientists to interpret data and communicate results in a way that supports the decision-making process.",Systems Analysis,0.5128280520439148
1633299,"Within all sectors of industry and government, effective decision making depends on the ability of scientists to interpret data and communicate results in a way that supports the decision-making process.",Mental Processes,0.5451632738113403
1633299,"Within all sectors of industry and government, effective decision making depends on the ability of scientists to interpret data and communicate results in a way that supports the decision-making process.",Evaluating Information to Determine Compliance with Standards,0.5277402400970459
1633299,"This new training program responds to this challenge with an interdisciplinary set of new courses and a suite of activities united by the theme of ""Scientific Training and Research to Inform DEcisions"" (STRIDE).",Learning Strategies,0.5717657208442688
1633299,"This new training program responds to this challenge with an interdisciplinary set of new courses and a suite of activities united by the theme of ""Scientific Training and Research to Inform DEcisions"" (STRIDE).",Education and Training,0.5061438083648682
1633299,"This new training program responds to this challenge with an interdisciplinary set of new courses and a suite of activities united by the theme of ""Scientific Training and Research to Inform DEcisions"" (STRIDE).",Instructional Program Required,0.5968940854072571
1633299,"This new training program responds to this challenge with an interdisciplinary set of new courses and a suite of activities united by the theme of ""Scientific Training and Research to Inform DEcisions"" (STRIDE).",Applied Science,0.5708942413330078
1633299,The cross fertilization between disciplines focused on decision making will prepare students to make discoveries in the domain sciences and will lead to innovations in visual data analytics.,Process,0.5309116840362549
1633299,The cross fertilization between disciplines focused on decision making will prepare students to make discoveries in the domain sciences and will lead to innovations in visual data analytics.,Applied Science,0.544062077999115
1633299,"The program comprises three major components: 1) a set of specially designed courses on decision support, spatial data analysis, visualization, and communication required for all students; 2) training in a STEM domain discipline; and 3) a set of non-course-based program elements in which all students will participate, including recruitment, skill development, professional development, and personal development.",Education and Training,0.5441930294036865
1633299,"The program comprises three major components: 1) a set of specially designed courses on decision support, spatial data analysis, visualization, and communication required for all students; 2) training in a STEM domain discipline; and 3) a set of non-course-based program elements in which all students will participate, including recruitment, skill development, professional development, and personal development.",Instructional Program Required,0.580848217010498
1633299,"The program comprises three major components: 1) a set of specially designed courses on decision support, spatial data analysis, visualization, and communication required for all students; 2) training in a STEM domain discipline; and 3) a set of non-course-based program elements in which all students will participate, including recruitment, skill development, professional development, and personal development.",Computer Science,0.5411193370819092
1633299,"The program comprises three major components: 1) a set of specially designed courses on decision support, spatial data analysis, visualization, and communication required for all students; 2) training in a STEM domain discipline; and 3) a set of non-course-based program elements in which all students will participate, including recruitment, skill development, professional development, and personal development.",Training and Teaching Others,0.5054243803024292
1633299,"Specific innovations to be tested by rigorous evaluation include the seminar course in scientific decision support that will feature many government/industry scientists, decision makers, and journalists remotely leading discussions on the science, societal, and other challenges associated with decision support in their respective fields.",Applied Science,0.550286054611206
1633299,Another new course focusing on science communication for decision makers will be provided by the Alan Alda Center for Communicating Science in the School of Journalism.,Communications,0.5112262964248657
1633299,Another new course focusing on science communication for decision makers will be provided by the Alan Alda Center for Communicating Science in the School of Journalism.,Physical Science,0.5313695073127747
1633299,Another new course focusing on science communication for decision makers will be provided by the Alan Alda Center for Communicating Science in the School of Journalism.,Applied Science,0.559492290019989
1633336,Trainees will be recruited from a diversity of populations to enhance the creativity and success of our nation's future STEM professionals.,Coaching and Developing Others,0.5401812791824341
1633336,Trainees will be recruited from a diversity of populations to enhance the creativity and success of our nation's future STEM professionals.,Staffing Organizational Units,0.5471687316894531
1633336,"Formal coursework will introduce students to interconnected aspects of estuarine and coastal processes, biotic responses, critical habitats, human impacts, and resource management issues associated with global change.",Biological Science,0.5139467716217041
1633336,"Formal coursework will introduce students to interconnected aspects of estuarine and coastal processes, biotic responses, critical habitats, human impacts, and resource management issues associated with global change.",Applied Science,0.5308107137680054
1633336,Graduate seminars will emphasize critical reading of relevant primary literature.,English/language Arts,0.562739372253418
1633336,"Workshops will address professional skills, scientific communication, scientific writing, data analysis, ethics and budgeting.",English/language Arts,0.5175116062164307
1633336,"Workshops will address professional skills, scientific communication, scientific writing, data analysis, ethics and budgeting.",Applied Science,0.5186935067176819
1633336,Trainees will be mentored in conducting cutting-edge research projects that examine impacts of global change and that illuminate fruitful areas for action in developing solutions.,Coaching and Developing Others,0.5998724699020386
1633426,"Because creativity and innovation are the driving forces for economic growth, it is critical to infuse innovative thinking and hands-on experience into the engineering and technology graduate curricula.",Fluency of Ideas,0.5182395577430725
1633426,"Because creativity and innovation are the driving forces for economic growth, it is critical to infuse innovative thinking and hands-on experience into the engineering and technology graduate curricula.",Originality,0.5214251279830933
1633426,"This project will promote creativity and innovation by integrating arts and experiential learning components, such as intense studio training, into engineering and technology graduate curricula.",Technical Vocational,0.5097402334213257
1633426,"This project will promote creativity and innovation by integrating arts and experiential learning components, such as intense studio training, into engineering and technology graduate curricula.",Arts,0.569395124912262
1633426,"This project will promote creativity and innovation by integrating arts and experiential learning components, such as intense studio training, into engineering and technology graduate curricula.",Thinking Creatively,0.5639364719390869
1633426,"Faculty members in engineering and technology will work with their counterparts in the fine arts to integrate Engineering, Technology, and Arts (ETA) and develop an experimental Design Track in the existing Mechanical Engineering master's program at IUPUI.",Applied Science,0.5431869029998779
1633426,Students in the proposed ETA Design Track will acquire real-world problem solving skills through short-term programs with industry and national laboratories.,Cognitive Abilities,0.5380339622497559
1633426,Students in the proposed ETA Design Track will acquire real-world problem solving skills through short-term programs with industry and national laboratories.,Verbal Abilities,0.5130637884140015
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Operations Analysis,0.5061650276184082
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Instructional Program Required,0.5256203413009644
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Technical Vocational,0.5062429308891296
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Computer Science,0.5141834616661072
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Applied Science,0.6001871824264526
1633426,"The courses will be team-developed and taught by faculty from programs in interior design, video art and interactive installations, mechanical engineering, and electrical engineering technology.",Arts,0.5659015774726868
1633426,These three courses will constitute the proposed ETA Design Track and support a new Graduate Certificate in Design.,Operations Analysis,0.5325111746788025
1633426,"Pedagogical approaches will include problem-based, studio-based, and experiential learning.",Originality,0.5105175971984863
1633426,"Pedagogical approaches will include problem-based, studio-based, and experiential learning.",Critical Thinking,0.5084019303321838
1633426,"Pedagogical approaches will include problem-based, studio-based, and experiential learning.",Learning Strategies,0.578723132610321
1633426,"The project will test the ability of ETA curriculum integration, as well as experiential learning in industry or government laboratories, to enhance creativity and innovation among participating graduate students.",Training and Teaching Others,0.5108800530433655
1633426,"In addition, program outcomes will be tracked.",Systems Analysis,0.5220161080360413
1633426,"In addition, program outcomes will be tracked.",Systems Evaluation,0.5253294110298157
1633429,"The project will undertake a systematic, integrated approach that provides team-based interdisciplinary research and student support and mentoring.",Providing Consultation and Advice to Others,0.5190017819404602
1633429,"Another central element of this approach is career preparation for research positions in industry and national laboratories, as well as academia.",Applied Science,0.531893789768219
1633429,"Project evaluation will examine implementation, student achievement, and retention and will use formative assessment to guide refinements.",Complex Problem Solving,0.5022057890892029
1633429,"If successful, this pilot project will result in an educational approach that improves doctoral completion rates for underrepresented groups and improves career preparedness, and that is scalable and replicable to additional programs and institutions.",Required Level of Education,0.5072193145751953
1633429,Program activities in support of the goals include a two-day introductory workshop followed by weekly project meetings and instructional modules focused on specific skills required to solve interdisciplinary computational science problems.,Developing Objectives and Strategies,0.5014225840568542
1633429,Program activities in support of the goals include a two-day introductory workshop followed by weekly project meetings and instructional modules focused on specific skills required to solve interdisciplinary computational science problems.,"Organizing, Planning, and Prioritizing Work",0.5279586315155029
1633429,"Module content will include programming languages, tools for data analytics, model building, fundamental algorithms, and data interpretation and visualization.",Processing Information,0.5434171557426453
1633429,"In addition, the program will provide professional development modules focused on project management, teamwork, communication and presentation skills.",Instructional Program Required,0.5097916126251221
1633429,"This pilot project offers students the opportunity to move away from narrow disciplinary training, broadening their approaches to problem solving and their ability to work in diverse teams while also expanding their computational skills and familiarity with data analytic tools.",Instructing,0.5355178713798523
1633429,"This pilot project offers students the opportunity to move away from narrow disciplinary training, broadening their approaches to problem solving and their ability to work in diverse teams while also expanding their computational skills and familiarity with data analytic tools.",Coaching and Developing Others,0.5119766592979431
1633516,"Recent scientific discoveries and powerful new tools in brain research have inspired broad student interest in career paths focused on understanding brain structure and function, as well as new industrial and academic career opportunities.",Process,0.5153542757034302
1633516,"The traineeship project will emphasize immersive experiential learning activities and peer-to-peer learning, two educational approaches that have been shown to reinforce learning while simultaneously improving outcomes for STEM trainees, especially underrepresented minorities.",Learning Strategies,0.5053663849830627
1633516,"The traineeship project will emphasize immersive experiential learning activities and peer-to-peer learning, two educational approaches that have been shown to reinforce learning while simultaneously improving outcomes for STEM trainees, especially underrepresented minorities.",Instructional Program Required,0.5181592106819153
1633516,"Trainee learning objectives will focus on identifying important research problems in neurophotonics, applying light-based methods to measure and control neural circuits, working on team-oriented projects, and communicating effectively.",Learning Strategies,0.512347936630249
1633516,"Trainee learning objectives will focus on identifying important research problems in neurophotonics, applying light-based methods to measure and control neural circuits, working on team-oriented projects, and communicating effectively.",Education and Training,0.5253686904907227
1633516,"Trainee learning objectives will focus on identifying important research problems in neurophotonics, applying light-based methods to measure and control neural circuits, working on team-oriented projects, and communicating effectively.",Training and Teaching Others,0.5154886245727539
1633516,"Trainee learning objectives will focus on identifying important research problems in neurophotonics, applying light-based methods to measure and control neural circuits, working on team-oriented projects, and communicating effectively.",Coaching and Developing Others,0.5167090892791748
1633557,"Over their first two years, trainees will take four core courses: (1) a methods and perspectives course; (2) a course on communicating science to decision-makers; (3) a summer field course, and (4) a studio workshop that brings trainees together with coastal stakeholders to address real decision problems.",Instructional Program Required,0.5196639895439148
1633557,Faculty will work with trainees to incorporate transdisciplinary research into their theses and to track and reflect on their experiences through the use of mental mapping techniques.,Applied Science,0.5020648241043091
1633557,Faculty will work with trainees to incorporate transdisciplinary research into their theses and to track and reflect on their experiences through the use of mental mapping techniques.,Training and Teaching Others,0.5019088387489319
1633557,Faculty will work with trainees to incorporate transdisciplinary research into their theses and to track and reflect on their experiences through the use of mental mapping techniques.,Coaching and Developing Others,0.5160118937492371
1633557,Trainees will also engage in additional professional development activities.,Required Level of Education,0.5240676403045654
1633557,Trainees will also engage in additional professional development activities.,Training and Teaching Others,0.5359980463981628
1633557,Trainees will also engage in additional professional development activities.,Coaching and Developing Others,0.551227331161499
1633587,"electronic, optical, mechanical).",Glare Sensitivity,0.50596684217453
1633587,"electronic, optical, mechanical).",Repairing and Maintaining Mechanical Equipment,0.5049116611480713
1633603,"This National Science Foundation Research Traineeship (NRT) award in the Innovations in Graduate Education (IGE) Track to the University of Maryland will pilot an innovative, cross-disciplinary curriculum that integrates Data Science with Social Science.",Applied Science,0.5327259302139282
1633603,"The project will advance the scientific understanding of the dynamics of human behavior by integrating the toolkits and analytical frameworks developed by social scientists with the new types of data, models and tools developed in the fields of computer science and statistics.",Systems Skills,0.5062615275382996
1633603,"The project will advance the scientific understanding of the dynamics of human behavior by integrating the toolkits and analytical frameworks developed by social scientists with the new types of data, models and tools developed in the fields of computer science and statistics.",Systems Analysis,0.5022673010826111
1633603,"The project will advance the scientific understanding of the dynamics of human behavior by integrating the toolkits and analytical frameworks developed by social scientists with the new types of data, models and tools developed in the fields of computer science and statistics.",Working with Computers,0.509750485420227
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Process,0.5012258291244507
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Learning Strategies,0.5686333179473877
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Education and Training,0.5398790240287781
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Arts and Humanities,0.512454092502594
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Communications,0.5304031372070312
1633603,The curriculum provides an innovative approach to training students in the creative and scientific use of the growing number of available data.,Applied Science,0.5568495392799377
1633603,"It covers all phases of a research project, addressing social issues including problem formulation, data collection, manipulation, processing, and analysis.",Complex Problem Solving,0.5523054599761963
1633603,"The project pilots an innovative modular training program that is tailored to fill specific needs of both traditional and nontraditional graduate students, and provides direct pathways both to future employers and to advancement with current employers.",Instructional Program Required,0.5158899426460266
1633603,"The project advances the understanding of how best to train students and working professionals in the STEM fields, particularly social science.",Applied Science,0.5241134762763977
1633603,"The effectiveness of the program is evaluated by analyzing the reactions of the participants to the material provided, learning outcomes in terms of improved qualifications, use of learned material in their respective jobs, effects upon job performance, and estimates of rate of return.",Systems Evaluation,0.5445957779884338
1633603,"The effectiveness of the program is evaluated by analyzing the reactions of the participants to the material provided, learning outcomes in terms of improved qualifications, use of learned material in their respective jobs, effects upon job performance, and estimates of rate of return.",Required Level of Education,0.5068231225013733
1633608,"Society needs professionals who can conceptualize complex systems where physical, cyber, and human infrastructure systems converge and who can transform this conceptual understanding into reliable computational models that are validated by data.",Complex Problem Solving Skills,0.5084484815597534
1633608,"Society needs professionals who can conceptualize complex systems where physical, cyber, and human infrastructure systems converge and who can transform this conceptual understanding into reliable computational models that are validated by data.",Technology Design,0.5369853377342224
1633608,"Society needs professionals who can conceptualize complex systems where physical, cyber, and human infrastructure systems converge and who can transform this conceptual understanding into reliable computational models that are validated by data.",Systems Skills,0.6189340353012085
1633608,"Moreover, these professionals must be equipped with skills to effectively communicate with their peers in other disciplines and with decision and policy makers to ensure cohesion between science and policy.",Applied Science,0.5033308267593384
1633608,"Moreover, these professionals must be equipped with skills to effectively communicate with their peers in other disciplines and with decision and policy makers to ensure cohesion between science and policy.",Establishing and Maintaining Interpersonal Relationships,0.5445173978805542
1633608,This project envisions a new paradigm of graduate education conducive to training STEM professionals who are transdisciplinary system thinkers capable of crossing disciplinary boundaries and working in a dynamic network of continuously learning individuals and evolving knowledge.,Training and Teaching Others,0.5170170664787292
1633608,"of science (networking, collaboration, communication, etc.).",Communications,0.6150039434432983
1633608,"of science (networking, collaboration, communication, etc.).",Physical Science,0.5725144147872925
1633608,"of science (networking, collaboration, communication, etc.).",Applied Science,0.6073203086853027
1633608,"Their work in each of these areas will allow them to highlight key model/data science issues, understand how these issues translate to societal impacts caused by vulnerabilities in infrastructure systems, and develop solutions to mitigate damage caused by potential infrastructure vulnerabilities.",Complex Problem Solving,0.5131800174713135
1633608,"Their work in each of these areas will allow them to highlight key model/data science issues, understand how these issues translate to societal impacts caused by vulnerabilities in infrastructure systems, and develop solutions to mitigate damage caused by potential infrastructure vulnerabilities.",Systems Skills,0.5073023438453674
